employee_id,department,salary,performance_score,attrition_flag,joining_date,location,manager_id
EMP-ZVZZG9BC,PM,106741.96,,0,2018-03-08,San Francisco,MGR-5V0OBGK9
EMP-M0GAKASK,FINANCE,,4.42,0,2019-04-13,Austin,MGR-LJH1FRX9
EMP-ERB5M8P8,sales team,70693.81,3.13,1,2019-05-09,Austin,MGR-4HQBMW7R
EMP-1HESSW0Y,human resources,51031.01,3.73,0,2019-05-01,Seattle,MGR-65435ZL6
EMP-1L2WDWSY,marketing,77399.55,3.92,0,2018-02-10,CHICAGO,MGR-T9HCG2B7
EMP-56G2PB0O,Mktg,54958.22,2.81,1,2023-01-20,Chicago,MGR-MDZ0WNUL
EMP-2AVXRYXD,legal,128095.64,4.19,0,2023-10-28,Chicago,MGR-9AE0QF1K
EMP-30PGBOPH,marketing,62233.65,3.2,0,2022-06-18,Chicago,MGR-HT8LHJS4
EMP-7FSCNJHA,hr,61033.59,4.28,0,2021-02-10,San Francisco,
EMP-SSOPYPSZ,MARKETING,59707.09,4.87,0,2019-02-27,San Francisco,MGR-J9F5U8ZO
EMP-AW1WCMT7,technology,114003.66,3.42,0,2020-08-04,New York,MGR-NI92SBHJ
EMP-VW40F72V,SALES,69297.86,3.2,0,2019-04-30,Austin,MGR-FX4E5B0N
EMP-DT59ODOF,H.R.,72528.3,4.39,1,2018-10-11,New York,MGR-5H4REAQE
EMP-LGVWFFOU,Engg,161905.61,3.25,0,2021-06-16,Seattle,MGR-9GHRWGYN
EMP-PMV0Y8X4,FINANCE,75288.05,4.77,0,2020-05-10,Chicago,MGR-HO5132SN
EMP-L9V73PUW,ops,49076.9,4.15,0,2020-05-06,New York,MGR-224HNETH
EMP-QQA43P2M,engineering,150904.4,4.01,0,2018-07-17,Denver,MGR-W1CF12PZ
EMP-6BATF5OM,Sales Team,75610.46,3.88,0,2021-05-10,Chicago,MGR-KQZV5AOS
EMP-UBQ7969E,Tech,126665.35,2.43,0,2019-03-09,Austin,MGR-Q6KGQ3IM
EMP-TNO1Z74Z,Mktg,70045.15,4.73,0,2018-02-28,San Francisco,MGR-91O6AONO
EMP-8TRTM477,PRODUCT,120685.18,2.91,1,2020-03-02,New York,MGR-RE6OR67A
EMP-YM7D019L,sales team,80069.45,3.45,0,2019-01-06,New York,MGR-KZUOQPQF
EMP-CCWE81OB,Sales,68687.66,3.64,0,2019-02-08,Seattle,
EMP-HCCBBI0T,HR,47482.99,3.85,0,2021-05-11,Remote,MGR-T2ZGNITZ
EMP-VG07SCQB,mktg,47135.64,4.21,0,2022-08-14,New York,MGR-OAJSTUTN
EMP-HQB1EG4O,FINANCE,117971.6,3.53,0,2019-03-23,NEW YORK,MGR-9BHSDDC0
EMP-ZOD9GEVG,Sales,92112.98,4.04,0,2023-07-06,sAn FranCISco,MGR-FASBTX5U
EMP-UWB944BC,Ops,63170.33,,1,2018-05-13,Seattle,MGR-6EV9YN4X
EMP-PKSS9AWO,OPERATIONS,40047.11,3.44,0,2019-02-10,San Francisco,MGR-9R8OR6NE
EMP-OB867KBQ,Human Resources,53081.42,3.73,1,2021-04-10,San Francisco,MGR-FX4E5B0N
EMP-OSDMO5YA,Legal,161411.42,3.78,0,2018-01-10,New York,MGR-YDCY1B8P
EMP-V6GY3UN5,Sales,115955.3,3.6,0,2022-12-08,New York,
EMP-XRQ0WPBM,Mktg,82553.43,2.91,1,2020-12-23,Austin,MGR-RWX9NYYF
EMP-K7MNCTIC,Operations,43008.93,3.47,0,2022-03-12,Remote,MGR-P2O09MAI
EMP-S66KE6ZA,technology,148236.96,3.84,1,2020-02-06,Chicago,
EMP-KZIOL3QR,sales,,4.24,0,2020-08-06,Remote,MGR-8KC3V0PZ
EMP-3FBHLXJN,Tech,132921.67,4.33,0,2019-12-14,New York,MGR-E5AYTFAD
EMP-73HXB8B6,Sales Team,,4.83,0,2021-06-15,Seattle,MGR-8DTH2Y1R
EMP-LTRH9VGK,Product,121581.9,4.17,0,2019-08-07,San Francisco,MGR-FNMFFU4R
EMP-VFIUD99X,FINANCE,88327.63,4.04,0,2019-05-14,Austin,MGR-5K1ED7U2
EMP-677DT1WV,accounts,154574.84,3.99,0,2021-09-01,Chicago,MGR-DM5BY1R8
EMP-AKNZHSSU,SALES,63409.3,3.92,0,2023-03-07,Remote,MGR-SKMR1ABK
EMP-RXICRFI0,hr,60905.91,2.69,1,2021-02-28,San Francisco,MGR-VM1FKNR9
EMP-HG939UG5,SALES,120498.72,3.46,1,2019-04-30,New York,MGR-WGIOCQWX
EMP-FWUUIU52,engineering,138327.46,3.63,1,2018-03-21,Austin,MGR-Z2GD22OC
EMP-PL1I81J2,Tech,,1.79,1,2021-03-25,Seattle,MGR-CDAPE7BE
EMP-5T11K7OI,Tech,699642.9657463962,3.25,1,2019-09-11,New York,MGR-O1WEKW1K
EMP-QXUC1P7Z,Marketing,39576.74,2.07,1,2021-12-24,San Francisco,MGR-MDZB58X2
EMP-TX7R07VP,Engineering,155354.08,3.63,0,2018-09-27,Chicago,MGR-B85ISKCZ
EMP-XETLWGQ1,accounts,72585.85,2.76,0,2021-08-25,Boston,MGR-D1GU2D2C
EMP-QQI9OJJJ,Accounts,69234.96,2.41,0,2019-05-29,saN fRAnCISCo,MGR-FUWKG9LT
EMP-PU5WH50J,Finance,83929.08,3.47,0,2022-10-15,Seattle,MGR-S0TD217N
EMP-GP01TSNJ,Accounts,105723.36,3.91,1,2023-11-14,Chicago,MGR-4QXMUCZZ
EMP-F66X7VJ1,Tech,114484.04,4.24,0,2022-04-16,Remote,MGR-M5BWK5ZT
EMP-BOM56CCE,mktg,67700.15,2.71,0,2018-08-11,Denver,MGR-V1N25MET
EMP-YCYRNZNZ,LEGAL,161837.03,3.6,0,2020-04-29,New York,MGR-T7Z4RPKJ
EMP-P1LSJ75V,Tech,98262.91,3.32,1,2018-12-26,Boston,MGR-QVAJGJ4V
EMP-E1ADEEK6,sales,61418.07,3.33,0,2020-05-26,Chicago,MGR-GFGZCNJ6
EMP-XS8X10IW,sales,75256.43,3.38,0,2019-12-02,Seattle,MGR-JR8ST5WP
EMP-67U1V4AV,Engg,118133.81,3.75,0,2018-04-21,Austin,MGR-AFT128E6
EMP-XW2BG8PC,Engineering,95174.85,3.89,0,2020-04-25,Remote,MGR-H4OD2ND6
EMP-16OAHNMO,Operations,86807.04,4.09,0,2023-01-15,Remote,MGR-GWQKBIJV
EMP-D98QYY6V,Product,107555.14,4.64,0,2019-06-09,Remote,MGR-61IBLFA5
EMP-KVTKALX9,MARKETING,88238.92,2.07,1,2018-08-28,Denver,MGR-3XVU7PDM
EMP-YQYEFFXJ,human resources,58938.29,3.33,1,2021-05-21,NEW yOrK,MGR-BNYGIA10
EMP-GQIT8D9G,LEGAL,146941.05,3.43,0,2022-03-16,Boston,MGR-7HWS13U8
EMP-NU0KI4JK,Sales Team,77023.8,4.03,0,2020-09-30,San Francisco,MGR-QBRZZ0S3
EMP-O458BV45,Sales Team,71052.07,4.02,0,2019-10-05,Seattle,MGR-BPFIRO1Z
EMP-8N9AEWEO,Accounts,62916.27,3.62,0,2018-08-14,Denver,MGR-J6CRO5UG
EMP-5V6KPWDM,Legal,103651.66,4.17,0,2019-02-11,Boston,MGR-R8LMFD9X
EMP-WUQQ4TND,OPERATIONS,63575.61,4.02,0,2018-01-01,san francisco,MGR-2SVF3325
EMP-UQ8LXY13,engineering,119419.06,2.06,0,2018-08-22,Remote,MGR-9YKNXH6D
EMP-PA25BPLB,engineering,916013.7717061247,1.79,1,2021-07-07,Austin,MGR-XRIFGJUD
EMP-08IIO1Q3,engineering,72484.05,4.37,0,2021-09-11,REMOTE,MGR-0JPUW1YJ
EMP-QE54PFMI,H.R.,66250.1,4.16,0,2019-03-14,Seattle,MGR-7DG3JZPA
EMP-XFEDBD8S,Marketing,63997.36,3.59,0,2018-02-21,New York,MGR-CZD3VM4X
EMP-IOWPXS8D,H R,68804.41,3.76,0,2021-08-07,Denver,MGR-QXUI09DP
EMP-7CXSUO87,Human Resources,46534.1,4.46,0,2023-02-05,San Francisco,MGR-FLIB7TUD
EMP-SOGSOB6M,Sales,104953.2,,0,2020-05-21,New York,MGR-0QZPFNA5
EMP-NY6OZOZE,H R,63939.11,,0,2021-03-24,Seattle,MGR-BQ6MAULR
EMP-GRXH5LQX,Engineering,223116.22,4.01,0,2020-12-10,San Francisco,MGR-B85ISKCZ
EMP-SIBG26HW,Engineering,125985.66,4.14,0,2019-04-27,San Francisco,MGR-LD2M5TW9
EMP-95MZ08N0,Sales Team,89202.82,3.11,0,2022-04-27,New York,MGR-M6ZXOYAJ
EMP-LYDJIXL7,marketing,87387.41,3.57,0,2018-09-03,Boston,MGR-LJH1FRX9
EMP-NRCBWM6G,PRODUCT,103088.25,3.32,1,2019-08-16,San Francisco,
EMP-RVXJRYQJ,Sales Team,92729.76,3.13,0,2019-02-04,Seattle,MGR-RYBI8OWG
EMP-GYTBGHRO,sales team,84342.61,2.94,0,2020-05-23,CHICAGO,MGR-IRD9I9K4
EMP-UO155DTV,finance,72588.68,2.38,1,2019-12-27,Boston,
EMP-IV3EB9G1,sales team,79243.42,2.46,0,2018-10-06,SaN FrAnCiScO,MGR-4VU650WX
EMP-V8KZY80J,technology,140713.54,3.98,0,2020-08-31,Austin,MGR-L4U56M8A
EMP-YRIBERXE,Tech,86967.78,,1,2019-06-07,Remote,MGR-W1CF12PZ
EMP-MTR149ON,Sales,95405.49,3.14,0,2021-02-13,Chicago,MGR-6EV9YN4X
EMP-ZU336B8G,engineering,152593.37,3.07,0,2023-04-21,Remote,MGR-0EGD0XPA
EMP-734C9ZPE,operations,57970.27,,1,2018-06-11,San Francisco,MGR-LIOIQ83E
EMP-TMDSJH3H,operations,29682.68,,0,2019-03-02,Chicago,MGR-0PVW6KH7
EMP-PMSOFQ9R,Engineering,95957.61,3.85,0,2021-04-21,New York,MGR-KRHOMQEV
EMP-ZNMXBFHD,ops,72697.39,3.71,0,2020-03-29,New York,MGR-RZKYVMYJ
EMP-FXVKS20E,Engineering,145096.22,4.38,0,2020-10-19,New York,MGR-PRFG9BR8
EMP-KLHXARGD,OPERATIONS,76828.47,4.41,0,2020-09-17,New York,MGR-RN6PH1TO
EMP-HTTQAYII,engineering,112146.43,3.45,0,2020-07-08,NEW YORK,MGR-JRUBIZIB
EMP-UZC2PLHS,Engineering,78989.3,3.86,1,2019-02-13,San Francisco,MGR-30V5AC4H
EMP-LUUPGNIF,mktg,65743.55,2.82,0,2021-10-25,Austin,MGR-ZR398L1Q
EMP-IEZ0JGNB,ops,40334.97,3.08,0,2018-12-05,Boston,MGR-YNGNL0F4
EMP-4OHL5THL,Finance,139189.38,3.92,0,2019-08-23,Seattle,MGR-F0GHKJJM
EMP-WN4KFA50,human resources,55949.12,4.0,0,2018-04-13,New York,MGR-6SRVDIL7
EMP-IXOGWSET,Ops,72444.63,3.13,0,2023-05-20,NeW yoRk,MGR-OR473OP7
EMP-HBEI3ZYQ,sales,,3.82,0,2019-02-03,New York,MGR-EI6FT7JK
EMP-QJ55WSN7,HR,39495.19,3.44,0,2020-10-31,San Francisco,MGR-LA0V2C4H
EMP-DT0GGICQ,SALES,107578.75,2.84,1,2021-09-12,Chicago,MGR-1M3813N8
EMP-AVBEHHW9,compliance,109422.51,3.59,0,2019-03-13,San Francisco,MGR-Q6BWLZZJ
EMP-CGVGGP3L,HR,52292.46,3.48,0,2020-04-13,Seattle,MGR-G8MAX1YF
EMP-4VNIBLWB,finance,102546.34,4.22,0,2019-02-20,New York,MGR-IVI7KX3N
EMP-TJS1A5UG,Engineering,147024.71,4.19,1,2021-04-28,Seattle,MGR-E19494DW
EMP-4QP7S2XU,Accounts,133489.41,3.87,0,2021-10-09,Chicago,MGR-G6S53Q5H
EMP-0FS5BM0K,SALES,57185.42,2.7,0,2022-06-18,Austin,MGR-KW33EDFY
EMP-UXIPXVGS,Product Management,80597.01,2.87,0,2020-09-13,Chicago,MGR-S0TD217N
EMP-4FUSNZDW,Ops,68329.78,2.26,1,2020-06-25,NeW YoRk,MGR-UMW8VT9A
EMP-NL969EOU,technology,140364.44,3.35,1,2022-02-13,New York,MGR-WJTJQE82
EMP-LAIMA57C,Finance,135439.55,4.28,0,2020-07-31,Remote,MGR-P9E3EJTA
EMP-D56PX9Q2,technology,110688.04,2.73,0,2020-05-24,Austin,MGR-1K8D121B
EMP-7VVEG6UI,ENGINEERING,155131.1,3.53,0,2023-05-18,AUSTIN,MGR-AYWHY35S
EMP-Z4UIGKPL,Engineering,120896.2,,0,2020-07-15,Denver,
EMP-MM1HEAQ8,Sales,62126.96,2.52,1,2021-11-01,Boston,MGR-620WM0NO
EMP-05ZXI1S9,Accounts,72748.18,3.78,0,2019-10-02,Austin,MGR-S4NBAYXU
EMP-ZJYITRZR,Engg,194473.5,4.03,0,2020-01-18,denver,MGR-DNHL2CS7
EMP-L5KP3ID6,Sales,87770.28,2.33,0,2019-12-05,New York,MGR-85YRSLR9
EMP-78E5SFE0,engineering,66516.46,1.56,1,2019-07-16,New York,MGR-V1N25MET
EMP-93ZRSRDQ,Tech,103570.77,3.04,0,2018-11-20,Austin,MGR-KJZHDNW4
EMP-RNJEK91K,accounts,62011.86,4.62,0,2019-09-14,DENvER,MGR-MAW6QA2Z
EMP-IO4M7PP0,Engineering,121633.87,1.82,1,2018-05-12,Seattle,MGR-YUGYIYQY
EMP-GBFNKB3I,Marketing,75021.12,2.82,1,2020-07-26,New York,MGR-MX5P1EC2
EMP-JM9CUUQ4,Engg,107177.39,,0,2018-03-26,Remote,MGR-I44JDH69
EMP-1QF8J6PH,mktg,86295.38,1.74,1,2020-11-10,New York,MGR-316IX5T0
EMP-NBI1CAO8,FINANCE,97846.84,3.16,0,2019-11-03,Austin,MGR-WJUAXWE7
EMP-8MRFMXRA,Engineering,143881.67,3.24,0,2020-11-14,remote,MGR-O8BYVPJG
EMP-LA91JY4X,marketing,83514.58,4.57,0,2020-12-17,San Francisco,
EMP-WB00N114,Tech,135412.85,4.54,0,2018-07-15,new york,
EMP-DA8980BT,Finance,89445.17,2.85,0,2020-09-21,Remote,MGR-C6C695XU
EMP-E6IHRUJ9,accounts,54339.49,4.68,0,2018-08-20,Seattle,MGR-6WHN2C1K
EMP-45Y96BKW,MARKETING,59110.12,3.95,0,2022-11-21,ReMoTe,MGR-6NVUEZPM
EMP-0JMMYR77,Engg,112714.85,4.0,0,2020-11-23,Austin,MGR-KYXRYAHV
EMP-KVRECJTR,product,180342.8,4.01,0,2020-01-29,New York,MGR-QAFKGPBP
EMP-597PTV9L,MARKETING,77707.86,3.77,0,2021-12-01,Remote,MGR-JIUBVDEI
EMP-BBSXPK48,Finance,,2.33,1,2022-12-04,San Francisco,MGR-5K6AO0P5
EMP-R6JBPIHH,sales,69008.4,3.38,0,2018-05-14,new york,MGR-723MHR9Q
EMP-W7BZAJGH,Accounts,114259.98,3.86,0,2019-10-27,New York,MGR-3PEBR9FT
EMP-DC6CY9Q5,sales,69621.78,3.83,0,2019-09-06,San Francisco,MGR-BX7X99D5
EMP-EGV10K6M,HR,,,0,2020-06-15,Remote,MGR-FP7XUJ7E
EMP-3SGA6T9P,SALES,82405.51,3.44,0,2021-12-05,San Francisco,MGR-38KRWMDB
EMP-CAXOD97Q,marketing,76799.76,3.34,0,2018-02-16,Seattle,MGR-D1GU2D2C
EMP-HYYOQSFH,Sales,104420.77,4.92,0,2021-02-09,San Francisco,MGR-JV66P8CM
EMP-3DGQC5YA,Mktg,97773.33,3.91,0,2018-03-14,Seattle,MGR-CDAPE7BE
EMP-I5FTOJTB,Engg,119818.91,4.41,0,2020-12-26,New York,MGR-POPSJVYF
EMP-BUKCNYDI,finance,67868.29,3.65,0,2022-10-20,ChIcAgO,MGR-IGQKI3QB
EMP-R8O9XS2S,Mktg,57595.29,4.2,0,2019-12-24,Seattle,MGR-BHXX9EIN
EMP-792MSQJ1,Marketing,83294.25,4.08,1,2019-11-10,Chicago,
EMP-FCJ0OSOH,OPERATIONS,55412.71,4.35,0,2018-07-30,Denver,MGR-GWQKBIJV
EMP-U9POT7U4,SALES,112556.29,4.45,0,2018-12-18,New York,MGR-1U69QTTS
EMP-C4APMVS0,accounts,108709.06,3.85,0,2020-03-28,Boston,MGR-FJ4ZDNRK
EMP-XV9RXUS0,Sales,97970.3,3.78,0,2022-07-03,Chicago,MGR-15Y4WQQR
EMP-WSEVWNM7,sales,77475.97,3.7,0,2022-03-13,Seattle,MGR-TGVBKSSZ
EMP-Q9MGM5P3,H R,88788.86,2.25,0,2018-01-13,Austin,MGR-4JXFO1CD
EMP-A9OPS82Z,Product,145073.45,4.09,0,2020-10-07,San Francisco,MGR-EYWQQ62S
EMP-6I8E8QKX,hr,54547.74,2.5,0,2020-10-10,San Francisco,MGR-WWSSFTQI
EMP-TQXNYMWL,finance,111982.01,3.1,1,2021-11-12,Austin,MGR-EO4SNSI8
EMP-0IOGVC8G,Tech,96878.45,3.6,0,2018-02-01,Austin,MGR-DNTZ3425
EMP-UFFY7IYD,Sales Team,89132.25,4.15,0,2019-12-03,Denver,MGR-CSZZYKOF
EMP-PM77XVME,Finance,115616.34,3.38,0,2018-06-15,Remote,MGR-URJ6SEAC
EMP-GOVR9AHE,technology,129256.55,2.06,1,2018-03-16,Chicago,MGR-G9ZOJ42Z
EMP-818IQWLO,Finance,90879.4,4.64,0,2023-05-06,Austin,MGR-CNVWGZL3
EMP-RKVNDXJN,operations,,3.83,0,2019-10-10,New York,MGR-2O0DYQNL
EMP-46Q5GQQL,sales team,76610.29,3.36,1,2021-10-03,Seattle,MGR-B76B1VM3
EMP-XUAIJVNZ,marketing,101168.45,4.54,0,2018-11-13,Austin,MGR-ND1RF5T1
EMP-9CQJNO8T,Accounts,83479.48,3.82,0,2018-10-23,San Francisco,MGR-AYUBDLPY
EMP-GPGT33RX,MARKETING,83798.17,2.4,0,2022-01-10,San Francisco,MGR-9A8VW3KV
EMP-22BONJUA,Product,112815.67,4.46,0,2021-06-04,New York,MGR-TYCSKQWD
EMP-Q4PPAJX4,Sales Team,64741.2,3.98,0,2018-08-11,Boston,MGR-P5K1Z7GX
EMP-3LAQVMXD,Sales,74021.05,3.67,0,2022-05-21,Denver,MGR-MIO77ACR
EMP-6SHQBA3R,Marketing,65731.26,,1,2019-09-26,New York,MGR-GGDLY2RK
EMP-AFWTZKGV,marketing,53738.15,4.05,0,2022-01-22,New York,
EMP-R7ZJ8FN2,mktg,60482.74,3.91,0,2020-10-24,Remote,MGR-KJZHDNW4
EMP-N1Y6D0YZ,ENGINEERING,160100.45,3.0,1,2018-04-15,New York,MGR-O0L5VKAB
EMP-YU3LNPC7,Tech,156664.35,2.35,1,2020-04-27,Austin,MGR-9LPBREY9
EMP-5RGOEFQB,Accounts,99116.79,4.5,0,2020-06-18,Seattle,MGR-ITBBUWQB
EMP-IW5XNQDZ,engineering,,3.96,0,2018-10-20,Denver,MGR-D6DLGJVM
EMP-4MNFENS9,Product,137521.77,4.65,0,2021-06-01,Seattle,MGR-70FPYG63
EMP-IO26YX2V,HR,69964.73,3.74,1,2021-04-14,Remote,MGR-91O6AONO
EMP-4VCVZPVW,SALES,72830.55,3.89,0,2019-09-15,New York,MGR-6BPB2DKV
EMP-M5CDIOHM,Human Resources,67293.84,3.42,0,2019-12-27,Chicago,
EMP-1S4P845W,compliance,109144.53,4.12,0,2020-07-04,Remote,MGR-J1CBWNX0
EMP-0I4OUI7J,compliance,114262.16,1.84,0,2022-03-07,Austin,MGR-P4C9H4KX
EMP-SX4CQEKI,Marketing,67620.88,4.09,0,2020-04-09,Boston,MGR-T780LSN6
EMP-F8M8XYEF,Accounts,77839.64,2.81,1,2019-06-14,Denver,MGR-0E4X9JAC
EMP-T343BZBW,sales team,50126.1,2.45,0,2018-11-19,REMOTE,MGR-8DTH2Y1R
EMP-MPW4PB9M,ops,60220.24,3.43,0,2020-10-24,New York,MGR-5IS1DIRS
EMP-PBT7GPR3,Product,211215.75,4.2,0,2018-10-21,San Francisco,MGR-MBMPTPO5
EMP-U3PR3UHG,Engineering,106996.65,4.36,0,2021-07-31,Denver,MGR-SEZCJAAC
EMP-3GPI3RFS,Tech,,3.39,0,2020-07-03,San Francisco,MGR-ROSMVW2P
EMP-GUBEOOLM,Legal,105426.29,3.92,0,2019-10-08,Denver,MGR-X4XHSI49
EMP-ZTDS7XSV,PRODUCT,115565.15,4.67,0,2019-07-09,San francisco,MGR-ZBJHZAXV
EMP-DQE32VZO,hr,30367.63,3.58,0,2018-01-03,Chicago,MGR-TULQZB0P
EMP-FY6YO8DJ,mktg,63893.96,4.02,0,2020-07-17,Denver,MGR-779C85AF
EMP-2LDFAJTK,MARKETING,83690.68,3.52,0,2018-10-22,New York,MGR-RWX9NYYF
EMP-PFNNIIX1,FINANCE,76246.77,2.79,1,2020-10-18,Seattle,
EMP-BRJ174WY,Ops,28000.0,2.78,0,2023-01-11,San Francisco,MGR-SKMR1ABK
EMP-YW0YFKOE,technology,151118.91,3.61,0,2019-12-06,San Francisco,MGR-L46OBIZ4
EMP-49CD3IRV,Compliance,109946.09,3.92,0,2020-05-30,San Francisco,MGR-WWSSFTQI
EMP-7AMMPQ0H,ENGINEERING,106004.62,3.8,1,2018-09-17,Austin,MGR-25NHBVOK
EMP-VYK7CF2J,legal,78975.59,2.74,0,2019-04-27,San Francisco,MGR-8HWMH1LP
EMP-PHHG9WHT,Operations,434520.7197073495,4.21,0,2020-11-13,Seattle,MGR-SAC07J0N
EMP-8QM5WAK2,Engg,135444.27,2.77,0,2022-11-13,Boston,MGR-H4UMIQPI
EMP-4DYMWPFC,finance,90750.64,2.77,0,2020-04-11,San Francisco,MGR-WS188KUN
EMP-UTQE9AHG,human resources,74023.13,,1,2018-09-14,Seattle,MGR-OJTSP6DD
EMP-9U18MD3S,OPERATIONS,48403.65,3.58,0,2019-09-17,BOSTON,MGR-IBX1JFE9
EMP-BBOUZY46,technology,98649.0,3.16,0,2018-05-26,Austin,MGR-G9ZOJ42Z
EMP-S7P1XKZ3,HR,70768.31,4.01,0,2020-03-16,Austin,MGR-T1C58SFL
EMP-JZ3YWZTH,sales team,56414.37,4.7,0,2023-05-25,Chicago,MGR-AMNCA7QQ
EMP-DDCIROW8,ops,66862.65,,1,2020-08-24,Remote,MGR-QTG33JQ9
EMP-K8J1923W,human resources,75236.21,3.21,0,2021-08-16,Chicago,
EMP-NCVHZTAY,PM,143234.7,2.31,1,2019-04-02,Seattle,MGR-M5JB7B6K
EMP-JN01HIEF,HR,56309.17,,0,2022-12-11,Seattle,MGR-2ZK0KNE5
EMP-BFGAYI49,HR,50911.02,3.8,0,2023-10-02,Austin,MGR-4HQBMW7R
EMP-W81AYUAM,Sales,55758.75,3.27,1,2022-11-24,San Francisco,MGR-MFEKSENE
EMP-EHHD8WXQ,Finance,82255.75,3.73,0,2021-08-11,Austin,MGR-2YFCEC8D
EMP-YB1ORQI6,finance,66245.12,2.47,1,2019-10-10,Chicago,MGR-KKG327Q2
EMP-RB4R5EES,human resources,84404.3,4.35,0,2021-09-13,San Francisco,MGR-ITBBUWQB
EMP-XN3E6OQE,finance,,2.82,1,2020-01-13,San Francisco,MGR-7HYXYAL9
EMP-MAMD0251,Sales,83372.54,3.24,0,2018-02-17,Boston,MGR-93IL7BLC
EMP-B4F0MIZ8,Engineering,106073.91,4.03,0,2020-04-27,Boston,MGR-LA0V2C4H
EMP-NCEQHR2J,marketing,83402.4,4.29,0,2018-01-08,Chicago,MGR-HQYVQO8N
EMP-OKH38JB6,Sales,107433.8,4.56,0,2019-11-03,San Francisco,MGR-M5BWK5ZT
EMP-QLJZQARU,hr,57699.23,3.19,0,2019-03-27,Chicago,MGR-6ETC14HX
EMP-FPP4XGQ7,compliance,,3.08,0,2020-08-11,Remote,MGR-4HQBMW7R
EMP-3YYMVVG7,legal,104179.08,3.59,0,2019-03-09,Chicago,MGR-0APRSKWC
EMP-KHRABVOW,SALES,83471.3,3.83,0,2020-04-05,Denver,MGR-ROSMVW2P
EMP-VC71S962,compliance,115569.43,4.91,0,2021-06-13,New York,MGR-1WDP1TCF
EMP-MZ35EQO9,Sales,63086.41,3.32,1,2018-07-31,Boston,MGR-UWFCWSIH
EMP-YY8R8QXX,PRODUCT,158165.68,2.73,1,2019-03-27,Seattle,MGR-DSFDGUZN
EMP-BL99LWG4,Engineering,107156.32,4.56,0,2020-10-28,Remote,MGR-42B7M4I8
EMP-D3RS2NU4,Product Management,172730.53,2.35,0,2020-08-12,San Francisco,MGR-MJO8ES0Z
EMP-EC7I394W,ENGINEERING,125451.33,4.55,0,2022-11-22,Chicago,MGR-4X7YGHAR
EMP-17X89NAD,Sales,63465.9,4.53,0,2019-04-10,New York,MGR-6SPIE0Z8
EMP-1DL87XPI,Engineering,155914.77,2.55,0,2021-11-23,Boston,MGR-M8YEIAYA
EMP-K269RYOH,PRODUCT,104931.42,4.87,0,2020-02-08,New York,MGR-89BJXHTR
EMP-ZU46Y635,Sales,100782.25,4.42,0,2018-01-11,Boston,MGR-6VP2WM8C
EMP-2SYU2W5H,finance,76260.02,3.24,1,2018-09-07,Seattle,MGR-MH8JBWOX
EMP-6AMKCNI8,Compliance,96498.08,4.16,0,2019-12-19,San Francisco,MGR-JAPW38AU
EMP-XYMSCNX8,Compliance,111172.26,3.54,0,2018-02-06,new york,MGR-PUXSPGKM
EMP-AKTMD9CB,accounts,59139.6,3.28,0,2018-09-24,New York,MGR-UMW8VT9A
EMP-6RMGHM6K,legal,103414.27,3.47,0,2019-11-11,New York,MGR-AXRTKMRV
EMP-NC8MQ5S4,MARKETING,100305.64,3.18,0,2020-09-07,New York,MGR-OO4X40Z1
EMP-O3N7CCVC,compliance,102375.3,4.21,0,2019-12-17,Remote,MGR-LCXN5PHO
EMP-TNGYL6KG,Engg,179857.72,3.28,0,2019-05-05,Remote,MGR-WRZBFNZ2
EMP-YF95AZDF,technology,141922.86,3.35,0,2018-08-21,Denver,MGR-3V2W7DI6
EMP-1QA757SS,finance,61729.84,4.61,0,2019-09-16,Remote,MGR-UEI48VLT
EMP-R7YPL1OU,Accounts,77266.04,3.04,1,2021-02-17,Seattle,MGR-ESTRBUXV
EMP-K04KZVVX,technology,146458.59,3.81,0,2019-04-26,Remote,MGR-T8R0IFEJ
EMP-0332W04N,Engineering,155152.98,3.56,0,2019-01-19,Remote,MGR-R72QXJJR
EMP-ZKJZ4PX5,sales,80008.42,4.32,0,2020-07-19,Austin,MGR-7UHTFVKY
EMP-P2HXSOQU,MARKETING,62180.35,3.54,0,2019-06-05,New York,MGR-FP7XUJ7E
EMP-UI871O90,Accounts,99273.41,3.98,0,2019-05-26,San Francisco,MGR-HN6MH3LR
EMP-4AKM9EAD,ENGINEERING,194946.46,3.9,0,2018-07-26,New York,MGR-0PVW6KH7
EMP-PSPU69CM,Sales,73690.44,4.16,0,2021-03-13,New York,MGR-JC806SBO
EMP-Q17CPM93,ENGINEERING,152059.15,3.02,1,2021-05-28,Denver,MGR-Y5QFAGQ6
EMP-IPC9SPW1,technology,118815.47,,0,2023-08-31,New York,MGR-7RM80W6M
EMP-YZV4JR37,accounts,124239.12,3.41,0,2018-12-28,Denver,MGR-BRQ2EY3J
EMP-PZ4M26NR,Engg,112492.41,4.05,0,2019-10-15,Boston,MGR-DSFDGUZN
EMP-QUD8M829,Tech,149131.8,3.21,0,2019-07-19,New York,MGR-6XYEO21P
EMP-O4H1IEDO,Accounts,60476.92,4.63,0,2018-10-10,San Francisco,MGR-DQQCHQKS
EMP-CABV4DUB,ops,50760.6,4.3,0,2018-03-21,remote,MGR-W89WWD09
EMP-NV7K56OF,Operations,49514.41,4.42,0,2023-07-27,San Francisco,MGR-BJV9NFX9
